Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark
8,8465,6126,9643,16155,7274,9668,57331,0,0,0,0,0,0,0,3145,2050,748,1833,1631,851,1246,620,75,736,497,86,0,0,0,0,0,0
9,8400,6193,9803,16441,7231,9463,57531,0,0,0,0,0,0,0,3097,2069,783,1916,1560,853,1229,617,76,773,466,95,0,0,0,0,0,0
10,8435,6196,9731,16560,7003,9878,57803,0,0,0,0,0,0,0,3104,2060,792,1991,1577,871,1198,617,77,773,475,86,0,0,0,0,0,0
1,6700,6320,9702,16305,7144,9665,55836,0,0,0,0,0,0,0,2472,2122,797,1919,1587,844,960,618,79,733,505,79,0,0,0,0,0,0
2,7524,6182,9668,16081,7251,9527,56233,0,0,0,0,0,0,0,2834,1975,764,1887,1605,853,1078,601,79,756,476,91,0,0,0,0,0,1.4
3,7939,6286,9601,15939,7156,9688,56609,0,0,0,0,0,0,0,2903,2022,802,1882,1545,877,1112,636,88,712,484,78,0,0,0,0,0,1.4
4,8331,6128,9717,15947,7222,9548,56893,0,0,0,0,0,0,0,3044,1922,793,1927,1617,838,1190,591,92,791,492,75,0,0,0,0,0,1.4
5,8423,6183,9528,15820,7197,9579,56730,0,0,0,0,0,0,0,3094,2074,726,1840,1647,888,1286,610,83,728,505,91,0,0,0,0,0,1.4
6,8407,6151,9462,15918,7115,9483,56536,0,0,0,0,0,0,0,3073,2016,738,1853,1596,841,1221,613,71,746,503,78,0,0,0,0,0,1.4
7,8415,6063,9499,16019,7067,9621,56684,0,0,0,0,0,0,0,3136,2006,738,1905,1496,887,1258,616,73,742,429,103,0,0,0,0,0,1.4
8,8251,6065,9692,16122,7141,9701,56972,0,0,0,0,0,0,0,3019,2008,792,1955,1539,915,1223,583,84,751,467,82,0,0,0,0,0,1.4
9,8314,6227,9585,16151,7097,9560,56934,0,0,0,0,0,0,0,3054,2045,754,1896,1533,840,1175,595,62,745,452,88,0,0,0,0,0,1.4
10,8436,6151,9706,16031,7140,9831,57295,0,0,0,0,0,0,0,3110,2060,835,1873,1598,900,1284,603,77,737,465,88,0,0,0,0,0,1.4
1,6655,6303,9677,16252,7174,9874,55935,0,1,0,0,0,0,1,2481,2052,809,1893,1616,900,992,620,79,746,470,99,0,0,0,0,1,0
2,7528,6063,9637,16107,7327,9826,56488,3,0,0,0,0,0,3,2791,1981,792,1862,1589,867,1122,584,84,765,484,75,0,0,0,0,2,3.6
3,7829,6131,9687,16143,7257,9841,56888,3,0,0,0,0,0,3,2878,1983,807,1900,1604,869,1160,601,88,758,471,92,2,1,1,0,1,3.6
4,8168,6155,9686,16123,7358,9620,57110,0,0,0,0,0,0,0,2949,2056,761,1888,1625,848,1194,597,65,742,457,71,0,0,1,0,0,3.6
5,8242,6222,9622,16296,7120,9878,57380,0,0,0,0,0,0,0,2972,2029,724,1961,1581,938,1152,592,67,784,465,98,0,0,1,0,0,3.6
6,8440,6187,9827,16267,7283,9699,57703,0,0,0,0,0,0,0,3125,2019,758,1977,1559,885,1232,580,69,829,454,83,0,0,1,0,0,3.6
7,8480,6328,9926,16307,7199,9728,57968,0,0,0,0,0,0,0,3036,2081,740,1910,1569,829,1175,622,83,726,468,86,0,0,1,0,0,3.6
8,8594,6406,9880,16436,7289,9833,58438,0,0,0,0,0,0,0,3185,2131,815,1908,1596,845,1245,622,73,738,496,85,0,0,1,0,0,3.6
9,8591,6243,9852,16552,7347,9935,58520,0,0,0,0,0,0,0,3141,2071,767,1941,1551,941,1262,655,85,803,471,92,0,0,1,0,0,3.6
10,8627,6334,9871,16678,7306,10089,58905,0,0,0,0,0,0,0,3241,2074,785,1962,1615,910,1250,624,73,727,490,96,0,0,1,0,0,3.6
1,6623,6377,9515,16305,7146,9682,55648,0,0,1,1,0,1,3,2514,2076,733,1929,1548,890,1019,596,75,755,459,101,0,0,0,0,1,0
2,7494,6119,9763,16115,7145,9679,56315,0,0,1,1,2,1,5,2807,1995,754,1993,1557,882,1133,600,80,793,496,88,0,0,0,0,2,1.4
3,7854,6230,9730,15937,7163,9592,56506,0,0,1,1,0,0,2,2972,2012,740,1914,1534,892,1208,624,69,758,458,84,0,0,0,0,1,2.2
4,8103,6263,9587,15930,7142,9464,56489,0,1,0,1,0,0,2,3054,2038,784,1892,1566,848,1227,590,73,761,471,83,0,0,0,0,2,3.2
5,8305,6124,9668,15982,7002,9479,56560,1,0,1,4,0,0,6,3019,1915,786,1862,1557,842,1219,571,89,757,462,78,0,0,0,0,5,22
6,8465,6179,9554,15951,7039,9649,56837,2,1,1,10,4,4,22,3104,2102,803,1857,1577,833,1255,632,58,731,493,83,2,0,0,0,8,22
7,8453,6096,9759,15895,7268,9521,56992,4,3,3,19,3,4,36,3092,2036,815,1902,1668,852,1229,637,91,776,512,81,3,0,0,0,18,22
8,8376,6180,9463,16076,7060,9680,56835,12,9,6,20,8,9,64,3161,2060,766,1886,1553,841,1223,608,77,736,483,85,14,5,1,0.002,27,22
9,8354,6050,9557,16085,7210,9570,56826,23,9,6,44,12,9,103,3156,2002,762,1936,1555,855,1260,579,71,750,487,82,17,4,1,0.001,45,22
10,8244,6038,9701,16268,7138,9680,57069,43,12,14,52,16,21,158,3031,2049,746,1899,1582,830,1209,633,62,752,487,89,35,18,1,0.006,63,26.6
1,6617,6310,9667,16321,7111,9737,55763,0,0,2,1,0,0,3,2498,2066,795,1910,1527,866,989,630,84,746,454,76,0,0,0,0,1,0
2,7445,6183,9713,16383,7256,9825,56805,0,0,1,1,0,0,2,2773,2048,773,1939,1582,853,1108,613,84,780,486,89,1,0,0,0,1,4.1
3,7894,6185,9742,16290,7230,9663,57004,0,0,0,0,0,0,0,2908,2020,759,1913,1532,855,1226,599,70,773,450,87,0,0,0,0,0,8.2
4,8144,6271,9760,16389,7195,9795,57554,0,0,0,0,0,0,0,3045,2036,736,1950,1611,887,1221,588,77,813,489,78,0,0,0,0,0,8.2
5,8334,6238,9559,16136,7280,9884,57431,0,0,0,0,0,0,0,3101,2000,748,1880,1587,919,1215,612,74,707,478,95,0,0,0,0,0,8.2
6,8441,6105,9732,16297,7342,9847,57764,0,0,0,0,0,0,0,3136,2046,770,1921,1699,872,1283,614,81,755,516,103,0,0,0,0,0,8.2
7,8386,6202,9574,16278,7298,9911,57649,0,0,0,0,0,0,0,3009,1996,748,1901,1644,917,1186,626,81,741,489,82,0,0,0,0,0,8.2
8,8585,6116,9689,16403,7325,9921,58039,0,0,0,0,0,0,0,3109,1917,794,1919,1584,907,1254,580,79,733,479,88,0,0,0,0,0,8.2
9,8608,6179,9937,16454,7338,9819,58335,0,0,0,0,0,0,0,3198,2024,748,1916,1639,880,1253,578,77,788,489,88,0,0,0,0,0,8.2
10,8518,6320,9818,16478,7310,9955,58399,0,0,0,0,0,0,0,3147,2056,801,1905,1528,868,1305,625,85,768,441,82,0,0,0,0,0,8.2
1,6675,6267,9780,16276,7120,9850,55968,0,2,0,0,0,0,2,2471,2029,785,1948,1525,880,946,602,71,781,473,98,0,0,0,0,1,0
2,7572,6246,9729,16111,7336,9764,56758,2,0,0,0,0,0,2,2855,2098,790,1869,1618,876,1146,621,75,724,498,84,1,1,1,0,1,2.2
3,7932,6240,9659,16048,7260,9704,56843,1,0,0,1,0,0,2,2920,2090,764,1850,1641,904,1196,654,80,707,450,91,1,0,1,0,1,2.2
4,8163,6218,9722,16227,7182,9639,57151,0,0,0,1,0,1,2,3003,2031,804,1893,1580,907,1181,599,75,717,492,94,0,0,1,0,1,2.2
5,8207,6155,9657,16133,7116,9885,57153,1,0,0,1,0,0,2,3045,2074,807,1855,1487,877,1212,629,86,757,445,86,1,0,1,0,1,3.6
6,8211,6158,9585,16259,7347,9534,57094,1,0,0,1,0,0,2,3038,2039,734,1883,1603,814,1210,587,54,737,478,80,1,1,1,0,1,3.6
7,8300,6200,9790,16430,7177,9725,57622,0,0,0,1,1,1,3,3063,2015,779,1948,1535,888,1233,643,88,758,443,102,1,1,1,0,1,3.6
8,8398,6301,9652,16392,7139,9963,57845,0,1,1,0,0,0,2,3108,2034,770,1896,1564,870,1215,609,77,784,453,75,0,0,1,0,2,30.1
9,8472,6199,9819,16180,7332,9741,57743,4,0,0,0,1,2,7,3067,2010,818,1956,1656,873,1236,597,85,772,507,86,2,0,1,0,5,30.5
10,8555,6287,9555,16159,7248,9636,57440,5,0,0,2,3,2,12,3155,2045,770,1892,1533,891,1289,628,67,779,490,86,2,0,1,0,6,32.3
1,6603,6315,9853,16353,7118,9577,55819,0,1,0,0,0,0,1,2454,2064,798,1887,1521,864,909,615,73,752,458,89,0,0,0,0,1,0
2,7478,6244,9848,16157,7144,9869,56740,1,0,0,1,0,0,2,2697,2025,779,2000,1628,893,1131,575,71,804,497,88,1,0,0,0,1,4.1
3,7981,6318,9602,15950,7307,9540,56698,2,0,0,0,0,0,2,2855,2118,779,1884,1587,822,1097,618,64,767,461,67,1,0,0,0,1,4.5
4,8339,6148,9627,16105,7068,9830,57117,2,0,0,0,0,0,2,3150,1973,773,1915,1553,863,1281,604,75,721,490,92,1,0,0,0,1,4.5
5,8408,6129,9700,15972,7330,9723,57262,1,0,0,0,0,0,1,3087,2014,739,1963,1628,904,1179,624,81,792,498,96,0,0,0,0,1,4.5
6,8394,6205,9849,16121,7202,9714,57485,4,0,0,1,0,1,6,3150,1987,818,1925,1561,904,1226,598,81,783,471,94,1,1,1,0,4,4.5
7,8473,6259,9717,16182,7163,9670,57464,4,0,0,3,1,2,10,3109,2084,785,1986,1576,899,1273,618,67,745,464,83,2,1,1,0,4,5.1
8,8546,6192,9568,16132,7118,9598,57154,1,1,1,1,2,2,8,3145,2066,783,1924,1561,852,1214,642,87,754,473,96,3,0,1,0,3,16.8
9,8510,6133,9542,16136,7113,9620,57054,1,0,0,5,2,1,9,3160,2002,754,1914,1481,859,1269,618,77,768,443,83,2,1,1,0,5,16.8
10,8469,6053,9837,16299,7144,9814,57616,2,0,0,3,0,0,5,3151,2039,795,1964,1639,886,1324,596,78,788,482,88,1,0,1,0,3,16.8
1,6657,6305,9574,16216,7163,9974,55889,0,0,0,0,1,1,2,2452,2123,768,1962,1571,841,953,649,83,788,450,88,0,0,0,0,1,0
2,7505,6085,9697,15974,7477,9690,56428,0,1,1,1,1,1,5,2785,2063,805,1900,1645,883,1118,585,82,765,524,79,2,0,0,0,1,2.2
3,7824,6177,9780,16128,7207,9741,56857,0,0,0,0,0,0,0,2838,2063,773,1892,1547,905,1127,629,70,768,476,98,0,0,0,0,0,2.2
4,8128,6274,9675,16204,7184,9766,57231,0,0,0,0,0,0,0,3021,2129,805,1923,1631,928,1212,650,71,786,468,95,0,0,0,0,0,2.2
5,8292,6205,9852,16291,7162,9825,57627,0,0,0,0,0,0,0,3161,2008,718,1958,1570,875,1270,586,82,811,468,80,0,0,0,0,0,2.2
6,8371,6340,9628,16305,7312,9771,57727,0,0,0,0,0,0,0,3082,2019,796,1969,1576,883,1216,601,87,787,470,93,0,0,0,0,0,2.2
7,8569,6088,9711,16325,7224,9979,57896,0,0,0,0,0,0,0,3144,2067,764,1934,1639,877,1261,586,82,773,493,88,0,0,0,0,0,2.2
8,8381,6195,9694,16294,7471,9657,57692,0,0,0,0,0,0,0,3102,2010,740,1963,1620,858,1222,612,63,777,484,85,0,0,0,0,0,2.2
9,8494,6148,9948,16511,7199,9997,58297,0,0,0,0,0,0,0,3137,2054,797,1913,1553,839,1274,629,75,762,446,87,0,0,0,0,0,2.2
10,8406,6361,9848,16515,7484,10060,58674,0,0,0,0,0,0,0,3054,2101,788,1923,1648,950,1204,643,77,751,525,103,0,0,0,0,0,2.2
1,6596,6310,9773,16315,7130,9707,55831,0,0,1,1,0,0,2,2393,2044,774,1861,1516,808,951,618,93,730,433,95,0,0,0,0,1,0
2,7547,6309,9955,16298,7305,9568,56982,0,0,0,1,0,0,1,2737,2095,804,1940,1622,876,1082,618,99,782,463,83,1,0,0,0,0,6.4
3,8028,6328,9790,16222,7101,9672,57141,0,0,0,0,0,0,0,2962,2188,806,1995,1609,875,1172,659,86,759,488,84,0,0,0,0,0,6.4
4,8184,6273,9604,16043,7157,9673,56934,0,0,0,0,0,0,0,3032,2067,769,1881,1588,799,1219,649,85,740,462,92,0,0,0,0,0,6.4
5,8361,6160,9621,15943,7217,9574,56876,0,0,0,0,0,0,0,3121,2059,775,1883,1578,886,1251,630,63,735,462,97,0,0,0,0,0,6.4
6,8341,6230,9598,16131,7091,9710,57101,0,0,0,0,0,0,0,3099,2059,768,1919,1565,888,1250,585,62,784,458,82,0,0,0,0,0,6.4
7,8405,6120,9677,16078,7209,9566,57055,0,0,0,0,0,0,0,3085,2038,804,1888,1570,839,1209,598,83,769,475,79,0,0,0,0,0,6.4
8,8371,6211,9568,16200,7135,9880,57365,0,0,0,0,0,0,0,3129,2041,724,1974,1574,882,1272,643,78,813,476,88,0,0,0,0,0,6.4
9,8413,6056,9570,16229,7344,9753,57365,0,0,0,0,0,0,0,3145,2017,746,1850,1680,843,1229,628,74,718,489,79,0,0,0,0,0,6.4
10,8343,6093,9887,16371,7300,9761,57755,0,0,0,0,0,0,0,3059,2017,804,1977,1598,871,1231,598,78,762,462,85,0,0,0,0,0,6.4
1,6684,6378,9729,16301,7184,9723,55999,0,0,0,0,0,0,0,2483,2128,778,1938,1553,850,982,655,99,770,469,71,0,0,0,0,0,0
2,7517,6207,9618,16336,7201,9856,56735,0,0,0,0,0,0,0,2804,2050,835,1965,1572,862,1107,608,76,756,502,92,0,0,0,0,0,4.5
3,7870,6115,9655,16082,7334,9836,56892,0,0,0,0,0,0,0,2992,2061,772,1951,1679,927,1199,636,69,797,475,76,0,0,0,0,0,4.5
4,7992,6142,9598,16247,7287,9732,56998,0,0,0,0,0,0,0,2948,2004,724,1940,1623,877,1161,556,78,787,477,103,0,0,0,0,0,4.5
5,8220,6158,9698,16285,7286,9696,57343,0,0,0,0,0,0,0,3076,1961,787,1902,1572,926,1227,581,85,763,474,109,0,0,0,0,0,4.5
6,8308,6157,9759,16393,7209,9873,57699,0,0,0,0,0,0,0,3109,2027,766,1929,1589,889,1271,592,87,790,499,87,0,0,0,0,0,4.5
7,8324,6270,9693,16393,7300,9863,57843,0,0,0,0,0,0,0,3108,1997,816,1959,1619,867,1231,571,82,804,486,84,0,0,0,0,0,4.5
8,8468,6182,9730,16442,7358,9821,58001,0,0,0,0,0,0,0,3035,1973,793,1961,1683,874,1224,578,93,772,492,94,0,0,0,0,0,4.5
9,8613,6229,9854,16363,7277,9874,58210,0,0,0,0,0,0,0,3193,2049,790,1955,1580,913,1311,602,89,778,471,97,0,0,0,0,0,4.5
10,8549,6290,9823,16399,7273,9896,58230,0,0,0,0,0,0,0,3175,2034,785,1973,1625,915,1262,624,80,837,505,85,0,0,0,0,0,4.5
1,6649,6324,9575,16267,7164,9612,55591,0,1,0,0,0,0,1,2481,2066,764,1968,1509,870,985,618,83,759,472,82,0,0,0,0,1,0
2,7476,6103,9754,16152,7091,9560,56136,1,0,0,0,0,0,1,2759,2024,818,1866,1522,869,1112,620,88,754,443,92,0,0,0,0,1,1
3,7868,6238,9676,16095,7024,9464,56365,2,0,0,0,0,0,2,2949,2016,772,1904,1583,850,1223,607,95,736,465,100,2,1,1,0,0,2.2
4,8131,6248,9511,15943,7051,9507,56391,0,0,0,0,0,0,0,3073,2072,793,1883,1541,833,1213,620,78,797,460,82,0,0,1,0,0,2.2
5,8190,6022,9462,16043,7084,9538,56339,0,0,0,0,0,0,0,2990,1977,743,1922,1539,828,1197,578,63,776,454,85,0,0,1,0,0,2.2
6,8242,6069,9546,15940,7086,9580,56463,0,0,0,0,0,0,0,3063,1932,753,1861,1548,794,1172,593,84,748,479,77,0,0,1,0,0,2.2
7,8297,6096,9535,15931,7237,9671,56767,0,0,0,0,0,0,0,3113,2045,740,1802,1505,873,1253,605,80,742,485,101,0,0,1,0,0,2.2
8,8223,6106,9606,16149,7191,9688,56963,0,0,0,0,0,0,0,3088,2080,767,1926,1591,923,1295,596,66,760,479,103,0,0,1,0,0,2.2
9,8155,6091,9597,16191,7132,9807,56973,0,0,0,0,0,0,0,3033,1948,759,1904,1562,874,1200,575,71,767,498,78,0,0,1,0,0,2.2
10,8218,6127,9549,16225,7299,9763,57181,0,0,0,0,0,0,0,2993,2030,755,1913,1631,870,1217,586,96,770,493,86,0,0,1,0,0,2.2
1,6668,6353,9771,16185,7201,9830,56008,0,0,0,1,0,0,1,2489,2010,761,1875,1581,881,947,555,66,762,503,86,0,0,0,0,1,0
2,7622,6208,9719,16265,7347,9832,56993,0,1,2,5,0,0,8,2789,1973,775,1874,1615,869,1096,594,80,728,487,94,0,0,0,0,4,2
3,8130,6247,9858,16289,7258,9929,57711,4,2,4,7,0,1,18,2921,2012,762,1883,1564,864,1151,607,93,745,467,84,2,0,0,0,8,2.2
4,8438,6331,9900,16338,7373,9687,58067,15,0,1,7,2,1,26,3071,2071,852,1810,1607,862,1193,634,90,744,479,76,10,5,1,0.002,8,3.6
5,8634,6252,9847,16482,7250,9819,58284,6,2,7,13,4,8,40,3187,2045,786,1920,1559,924,1226,602,69,782,465,90,10,3,1,0.001,15,4.5
6,8580,6338,9845,16547,7279,9875,58464,5,13,4,32,6,9,69,3240,2055,777,1864,1521,925,1319,632,81,784,479,87,12,5,1,0.001,29,13.4
7,8591,6353,9989,16720,7339,10026,59018,39,12,11,36,14,17,129,3162,2057,843,2037,1614,889,1267,632,97,802,478,73,25,11,1,0.003,51,24.8
8,8633,6254,10131,16604,7449,9898,58969,78,11,15,56,11,9,180,3205,2066,829,1885,1621,880,1271,600,68,752,487,101,41,20,1,0.006,78,24.8
9,8527,6429,10030,16870,7444,10124,59424,96,20,16,85,23,29,269,3250,2109,763,2020,1611,913,1320,598,79,825,451,87,57,20,1,0.006,117,51.3
10,8558,6472,10191,16783,7557,10188,59749,108,36,36,127,43,51,401,3152,2170,817,1955,1639,942,1186,619,84,766,518,98,79,21,1,0.006,156,51.3
1,6616,6230,9742,16294,7133,9662,55677,0,0,1,0,1,0,2,2426,1988,774,1955,1560,869,962,606,85,771,462,89,1,0,0,0,1,0
2,7530,6280,9574,16064,7161,9832,56441,0,0,0,2,0,2,4,2760,2020,742,1890,1475,883,1078,599,79,804,424,82,0,0,0,0,1,2.2
3,8051,6110,9530,16037,7318,9688,56734,0,2,1,3,0,2,8,3103,2032,798,1902,1560,850,1302,617,88,784,467,81,0,0,0,0,5,13.3
4,8070,6033,9583,16315,7124,9780,56905,9,1,3,4,4,2,23,2934,2003,774,1885,1600,863,1193,612,80,788,501,82,7,1,1,0,12,13.3
5,8134,6130,9784,16121,7348,9618,57135,12,0,0,11,4,2,29,2973,1989,820,1897,1618,891,1215,590,73,759,507,84,10,3,1,0.001,13,13.3
6,8370,6237,9741,16200,7110,9708,57366,14,2,8,19,3,6,52,3148,2111,765,1857,1560,920,1271,632,80,736,458,74,10,6,1,0.002,21,13.3
7,8371,6193,9501,16230,7217,9683,57195,22,7,11,26,4,9,79,3124,2029,766,1941,1556,902,1185,589,96,721,501,82,18,7,1,0.002,27,13.3
8,8351,5983,9751,16198,7130,9780,57193,30,11,10,41,14,16,122,3091,1991,813,1875,1551,844,1224,594,81,788,467,75,23,10,1,0.003,52,24.2
9,8235,6130,9713,16214,7274,9683,57249,46,15,14,71,17,33,196,3085,2000,832,1862,1592,905,1231,578,84,703,470,98,48,18,1,0.006,65,26.2
10,8288,6136,9798,16327,7143,9632,57324,53,30,20,87,32,28,250,3108,2019,799,1893,1533,908,1258,640,81,746,467,95,63,26,1,0.008,97,26.2
1,6642,6272,9659,16289,7202,9717,55781,0,2,0,0,0,0,2,2462,2103,744,1854,1597,836,990,639,62,728,483,76,2,0,0,0,0,0
2,7478,6167,9758,16266,7157,9732,56558,0,0,0,0,0,0,0,2789,2022,773,1967,1517,841,1059,611,84,757,460,86,0,0,0,0,0,5.4
3,7893,6231,9619,16034,7223,9767,56767,0,0,0,0,0,0,0,2935,2067,739,1945,1633,898,1142,635,84,760,499,81,0,0,0,0,0,5.4
4,8134,6181,9735,16065,7264,9758,57137,0,0,0,0,0,0,0,3045,2002,762,1871,1588,904,1203,615,86,769,488,104,0,0,0,0,0,5.4
5,8258,6238,9715,16332,7245,9860,57648,0,0,0,0,0,0,0,3027,2028,760,1928,1562,911,1190,629,72,757,473,93,0,0,0,0,0,5.4
6,8433,6190,9830,16422,7269,9882,58026,0,0,0,0,0,0,0,3095,2044,825,1914,1632,903,1261,642,73,790,469,84,0,0,0,0,0,5.4
7,8443,6318,10007,16358,7304,9764,58194,0,0,0,0,0,0,0,3144,2077,850,1964,1553,832,1256,672,81,767,478,82,0,0,0,0,0,5.4
8,8503,6385,9714,16490,7247,9750,58089,0,0,0,0,0,0,0,3109,2134,809,1993,1631,869,1248,664,88,816,476,82,0,0,0,0,0,5.4
9,8630,6255,9727,16412,7259,9917,58200,0,0,0,0,0,0,0,3174,2061,749,1939,1611,881,1312,617,75,758,470,94,0,0,0,0,0,5.4
10,8589,6251,9836,16438,7346,9884,58344,0,0,0,0,0,0,0,3169,2069,785,1926,1638,931,1231,638,79,755,493,111,0,0,0,0,0,5.4
1,6621,6293,9626,16248,7150,9678,55616,0,0,1,1,0,1,3,2466,2131,794,1939,1571,902,980,635,78,799,450,74,0,0,0,0,1,0
2,7385,6114,9787,16223,7153,9700,56362,0,0,1,3,0,0,4,2728,2070,761,1935,1553,880,1084,602,86,771,536,117,0,0,0,0,3,5.1
3,7832,6337,9653,16054,7163,9581,56620,1,1,2,6,1,4,15,2873,2083,787,1897,1545,807,1155,624,85,748,457,82,1,0,0,0,7,6.1
4,8223,6180,9741,16105,7193,9615,57057,7,4,1,8,3,2,25,3066,1996,757,1954,1583,849,1232,594,77,761,440,95,4,1,1,0,15,10
5,8351,6256,9570,16013,7087,9626,56903,16,3,0,13,0,7,39,3004,2112,746,1885,1566,879,1181,595,64,758,470,74,11,5,1,0.002,19,11
6,8475,6079,9661,16070,7123,9602,57010,24,3,5,19,11,4,66,3137,2017,769,1883,1560,835,1236,577,71,756,484,77,16,3,1,0.001,26,12.6
7,8349,6267,9658,16106,7188,9709,57277,27,11,14,27,4,16,99,3149,2058,778,1888,1604,863,1261,606,67,769,505,88,20,8,1,0.002,43,22.8
8,8379,6216,9572,16195,7207,9722,57291,48,18,13,49,16,21,165,3168,2060,735,1831,1594,892,1351,605,72,755,441,99,28,9,1,0.003,69,26.6
9,8373,6142,9773,16358,7214,9633,57493,86,22,33,88,23,34,286,3091,1959,805,1925,1625,829,1230,594,64,756,486,91,68,21,1,0.007,90,27.5
10,8401,6197,9835,16382,7191,9634,57640,99,32,31,136,48,40,386,3108,1956,784,1868,1619,850,1280,606,76,708,533,80,76,36,1,0.011,134,29
1,6620,6306,9750,16246,7235,9738,55895,0,1,0,0,0,0,1,2470,2125,698,1879,1520,888,982,661,71,761,458,74,0,0,0,0,1,0
2,7464,6203,9541,16240,7174,9864,56486,7,0,0,1,0,1,9,2712,2017,783,1865,1596,903,1084,631,84,726,480,89,1,0,0,0,8,4.1
3,7968,6068,9686,16066,7297,9746,56831,13,0,2,5,1,4,25,3013,2017,783,1847,1532,901,1208,615,72,744,456,100,11,5,1,0.002,8,4.1
4,7987,6148,9648,16221,7138,9684,56826,12,6,1,13,6,3,41,2907,2039,707,1984,1647,830,1143,575,62,833,502,78,9,3,1,0.001,17,24.2
5,8194,6222,9559,16199,7281,9650,57105,34,3,3,21,8,13,82,3081,2024,741,1993,1586,850,1241,636,77,781,453,95,18,8,1,0.002,28,24.2
6,8325,6107,9668,16310,7173,9809,57392,32,14,5,42,18,15,126,3046,2052,786,1830,1546,903,1215,593,72,705,467,96,30,8,1,0.003,46,24.2
7,8288,6171,9741,16454,7217,9897,57768,59,15,22,63,23,33,215,3066,2048,733,1855,1581,900,1195,627,79,756,476,97,48,20,1,0.006,70,26.8
8,8348,6282,9991,16521,7336,9903,58381,78,35,32,98,33,41,317,3064,2051,824,2013,1623,873,1236,593,82,800,466,125,61,19,1,0.006,115,29.7
9,8405,6281,9814,16275,7307,9872,57954,149,54,28,137,57,53,478,3060,2082,829,1883,1657,832,1214,612,80,738,489,86,106,38,1,0.012,195,30.4
10,8496,6229,9930,16409,7324,9809,58197,259,40,66,193,65,94,717,3191,2111,778,1932,1627,851,1272,660,60,768,501,81,156,54,1,0.016,268,31.9
1,6680,6262,9823,16274,7072,9836,55947,0,0,0,1,0,0,1,2483,2060,771,1963,1582,848,968,642,78,772,499,83,0,0,0,0,1,0
2,7501,6308,9653,15862,7365,9461,56150,0,1,1,1,0,0,3,2745,2087,790,1932,1584,855,1126,598,88,765,504,76,0,0,0,0,1,3.6
3,8007,6167,9707,15915,7053,9519,56368,5,0,0,2,0,0,7,3022,2043,832,1875,1561,893,1212,631,84,729,459,87,2,1,1,0,3,5
4,8125,6142,9535,15963,7108,9504,56377,7,1,0,7,0,1,16,2981,2042,712,1873,1559,863,1229,622,67,725,484,70,4,1,1,0,5,5.1
5,8258,6157,9640,16038,7136,9456,56685,8,1,3,7,3,0,22,3033,2013,748,1915,1557,897,1236,613,76,763,462,87,6,2,1,0.001,10,6.4
6,8344,6218,9635,16091,6990,9641,56919,9,5,8,13,4,7,46,3071,2094,779,1911,1618,915,1259,615,76,770,473,107,7,5,1,0.002,16,9.1
7,8290,6113,9653,16054,7172,9613,56895,21,5,6,25,5,14,76,3067,2013,778,1867,1618,859,1242,619,78,728,477,81,19,8,1,0.002,27,11
8,8327,6136,9694,16222,7129,9669,57177,23,8,14,29,11,11,96,3069,2008,760,1879,1613,857,1216,606,78,738,503,92,17,8,1,0.002,39,21.9
9,8321,6221,9650,16169,7126,9673,57160,29,15,11,47,17,13,132,3118,2103,792,1892,1563,868,1233,629,83,742,469,96,35,14,1,0.004,59,22
10,8276,6080,9816,16243,7209,9764,57388,40,20,21,63,19,22,185,3030,2078,829,1883,1589,868,1224,643,85,787,478,72,40,11,1,0.003,71,23.3
1,6595,6314,9612,16296,7155,9849,55821,0,0,1,0,1,0,2,2459,2133,745,1972,1616,892,1026,642,69,791,475,87,0,0,0,0,1,0
2,7388,6186,9598,16207,7334,9712,56425,0,0,0,1,0,1,2,2764,2100,787,1910,1584,874,1106,651,76,754,476,89,1,0,0,0,1,14.9
3,7782,6092,9855,16203,7191,9635,56758,0,0,0,0,0,0,0,2867,1982,758,1858,1606,889,1196,568,68,691,525,93,0,0,0,0,0,14.9
4,8024,6279,9823,16176,7189,9778,57269,0,0,0,0,0,0,0,2945,2031,802,1937,1632,904,1125,555,82,755,503,77,0,0,0,0,0,14.9
5,8281,6306,9708,16256,7257,9651,57459,0,0,0,0,0,0,0,3096,2096,732,1894,1604,881,1214,628,85,744,512,93,0,0,0,0,0,14.9
6,8366,6250,9748,16210,7202,9825,57601,0,0,0,0,0,0,0,3122,2067,788,1921,1609,816,1216,626,82,765,505,67,0,0,0,0,0,14.9
7,8456,6146,9489,16250,7303,9623,57267,0,0,0,0,0,0,0,3176,2072,769,1918,1619,843,1268,633,78,784,497,99,0,0,0,0,0,14.9
8,8360,6035,9747,16353,7141,9820,57456,0,0,0,0,0,0,0,3066,1997,741,1930,1587,831,1209,621,77,769,500,81,0,0,0,0,0,14.9
